,text,summary
0,"Сладострастник в течение трех лет преследовал подростка в надежде совратить его. Как сообщили “МК” в следственном отделе по Хорошевскому району СУ СК при Прокуратуре РФ по Москве, 26 августа 2006 года 13-летний Павел вместе с другом отдыхал на берегу Москвы–реки рядом с Крылатским мостом. Там к ребятам подошел мужчина. Новый знакомый представился Евгением и предложил вместе пообедать в ресторане быстрого питания, а потом искупаться. Именно там, на берегу, педагог начал приставать к мальчику. Школьник убежал, но педофил успел снять голого подростка на мобильный телефон. После этого жизнь мальчика превратилась в сущий ад. Евгений узнал, где живет Павел, и стал шантажировать его. Этот кошмар продолжался три года. Преподаватель угрожал показать фотографию друзьям и знакомым Павла. Негодяй исписал непотребными надписями стены подъезда, где проживали друзья школьника. В один из дней он приехал в Сергиев Посад, к бабушке мальчика, и там накинулся на школьника с ножом. Наконец, отчаявшийся подросток рассказал обо всем матери, и та обратилась в милицию. Первый раз стражи порядка упустили 43-летнего педофила (к слову, он разведен). Милиционеры нагрянули в его квартиру, а Евгений под предлогом прощания с мамой-инвалидом зашел в соседнюю комнату, выпрыгнул из окна и был таков. Задержать извращенца стражам порядка помогла случайность. Несколько дней назад мать Павла увидела Евгения на станции метро “Александровский сад”. На мужчине красовался парик, но женщина узнала негодяя в толпе. Милиционеры, дежурившие на станции, по просьбе дамы задержали растлителя. В его кармане они обнаружили нож. Кстати, за несколько дней до задержания мужчина подкараулил Павла на улице и ударил его по лицу, обзывая нехорошими словами. Всех, чьи дети стали жертвами педофила, просят звонить по телефону 8-499-197-88-17 или 02.","После этого жизнь мальчика превратилась в сущий ад. В его кармане они обнаружили нож. Школьник убежал, но педофил успел снять голого подростка на мобильный телефон. "
1,"Буквально за час до боя курантов в подземном переходе станции метро “Охотный Ряд” группа гастарбайтеров из Таджикистана зверски расправилась с 25-летним соплеменником. Как сообщил “МК” руководитель пресс-службы Управления милиции на Московском метрополитене Алексей Мышляев, труп несчастного таджика был обнаружен пассажирами подземки в 22.50. С бедолагой покончили несколькими ножевыми ударами в живот и грудь, ягодицы также были исколоты клинком. Рядом с трупом оперативники обнаружили орудие убийства — обломанное лезвие ножа без ручки. У сыщиков первым делом возникла версия, что зверское убийство совершили скинхеды. Однако вскоре в том же переходе сотрудниками полка милиции по сопровождению поездов были задержаны шестеро уроженцев Таджикистана в возрасте от 20 до 25 лет. А уже 3 января оперативниками криминальной милиции из Управления милиции на Московском метрополитене был задержан седьмой участник расправы над бедолагой. Его нашли в клинике — соплеменник убитого гастарбайтера попал на больничную койку также с ранениями ягодиц. Выяснилось, что погибший успел нанести убийце пару ударов. Кстати, сыщики установили, что ссора между работягами возникла все же на межнациональной почве. Участники конфликта, который закончился жестоким убийством, принадлежали к различным народностям, населявшим Таджикистан, — памирцам и кулябцам.","Выяснилось, что погибший успел нанести убийце пару ударов. У сыщиков первым делом возникла версия, что зверское убийство совершили скинхеды. Буквально за час до боя курантов в подземном переходе станции метро “Охотный Ряд” группа гастарбайтеров из Таджикистана зверски расправилась с 25-летним соплеменником. "
2,"Там они покатались на лыжах и снегоходах, пообщались с другими отдыхающими и позволили туристам сделать совместные фото. Затем политики зашли в одно из горнолыжных кафе, где к ним присоединились вице-премьер Дмитрий Козак и губернатор Краснодарского края Александр Ткачев. Когда принесли счет, Владимир Путин сказал: “За все платит президент”. “У меня работа такая”, — ответил Дмитрий Медведев и расплатился за всю компанию.","Там они покатались на лыжах и снегоходах, пообщались с другими отдыхающими и позволили туристам сделать совместные фото. Затем политики зашли в одно из горнолыжных кафе, где к ним присоединились вице-премьер Дмитрий Козак и губернатор Краснодарского края Александр Ткачев. Когда принесли счет, Владимир Путин сказал: “За все платит президент”. "
3,"Сосед расстрелял соседа из-за претензий по поводу затопления квартиры. Как рассказал “МК” руководитель следственного отдела по Кунцевскому району Константин Квициния, вечером накануне праздника настроение 43-летнего местного жителя Константина было омрачено тем, что с потолка его квартиры полилась вода. Жилец поднялся к соседу, 55-летнему Владимиру, с претензиями. В ответ на жалобы нетрезвый нарушитель правил быта лишь изрядно поколотил затопленного. Около полуночи оскорбленный жилец нанес повторный визит в квартиру Владимира, заручившись физической поддержкой своего знакомого и моральной помощью его спутницы. Когда трое поднялись на лестничную клетку к агрессору — опять завязалась драка, в ходе которой обидчик начал стрелять из травматического пистолета. Владимир трижды выстрелил в живот соседу, ранил в руку его приятеля и в щеку их подругу. Для Константина ранение оказалось смертельным. Раненый товарищ погибшего скрутил стрелка и передал его милиционерам.",Для Константина ранение оказалось смертельным. Сосед расстрелял соседа из-за претензий по поводу затопления квартиры. В ответ на жалобы нетрезвый нарушитель правил быта лишь изрядно поколотил затопленного. 
4,"Причиной трагедии специалисты считают нарушение правил эксплуатации отопительного котла горячего водоснабжения. Как стало известно “МК”, о ЧП стало известно около полудня 3 января. Один из жильцов дома №8 (в одноэтажном здании проживали 3 семьи) сообщил о задымлении. Прибывшие сотрудники МЧС и милиционеры вытащили из дыма десятерых человек. Четверых спасенных пришлось доставить в больницу, а еще шестерых спасти не удалось. Как оказалось, один из жильцов, 77-летний пенсионер несколько лет назад сдал свою часть дома. В новогодние каникулы к квартирантам в гости приехали родственники из Волгоградской области. По словам соседей, компания шумно отмечала праздники — молодежь танцевала, веселились. Не исключено, что во время гулянки кто-то из гостей повредил отопительный агрегат — неловким движением отсоединил трубу котла. В итоге угарный газ перестал “вытягиваться” из дома. Под утро жилые помещения, где спали 42-летний глава семьи гостей, его 36-летняя супруга, 58-летняя сестра, 34-летняя свояченица и 17-летний сын, наполнились ядовитым газом. Родственники скончались во сне. От угарного газа умерла и 9-летняя дочь квартиросъемщицы. В правоохранительных органах проверяется и версия о том, что авария могла быть следствием халатности со стороны сотрудников газового хозяйства. — Последняя проверка котлов была еще при советской власти, — посетовала “МК” соседка погибших по улице, — а тут вдруг после трагедии прибежали агрегат смотреть. У кого деньги есть — те сами новые системы поставили, а как быть малоимущим — смерти ждать?",В итоге угарный газ перестал “вытягиваться” из дома. Один из жильцов дома №8 (в одноэтажном здании проживали 3 семьи) сообщил о задымлении. От угарного газа умерла и 9-летняя дочь квартиросъемщицы. 
5,"А воспитанникам колоний для несовершеннолетних станут выделять после ужина не меньше 30 минут на их личное время. Как сообщили “МК” в Минюсте России, внесены изменения в Правила внутреннего распорядка колоний уголовно-исполнительной системы. Разъяснено, как быть в случае, если у осужденного имеются в наличии вещи сверх положенной нормы. Речь идет о разрешенной одежде, обуви, бытовых приборах и т.д. Дело в том, что в каждой колонии начальник, исходя из местных условий и возможностей, определяет количество предельно допустимого добра, которое может быть у арестанта. Если у человека окажется вещей больше этой нормы, то ему придется все лишнее добровольно сдать на склад. Взамен администрация выдаст осужденному квитанцию с полным списком переданного имущества. Однако в любом случае общий вес принадлежащих осужденному вещей и продуктов питания (включая находящиеся на складе) не может превышать 50 кг. Уточнен также примерный распорядок дня в воспитательных колониях. Если раньше в нем говорилось, что личное время составляет до 1 часа, то теперь прописан более конкретный интервал — от 30 до 60 минут.","Однако в любом случае общий вес принадлежащих осужденному вещей и продуктов питания (включая находящиеся на складе) не может превышать 50 кг. Как сообщили “МК” в Минюсте России, внесены изменения в Правила внутреннего распорядка колоний уголовно-исполнительной системы. Дело в том, что в каждой колонии начальник, исходя из местных условий и возможностей, определяет количество предельно допустимого добра, которое может быть у арестанта. "
6,"Блюститель закона так старался “отмазать” преступника, что сам угодил на нары. Как сообщили “МК” в Мособлпрокуратуре, эта история началась в марте 2007 года, когда в деревне Бородино у одного из граждан похитили авто “Мерседес-Бенц МЛ-350” стоимостью 1 млн 250 тыс. руб. Вскоре стражи порядка задержали одного из бандитов, уроженца Грузии Георгия Цицишвили. Уголовное дело принял к своему производству Пономаренко. После этого начались настоящие чудеса: Алексей принялся всячески помогать задержанному избежать наказания. Он так запудрил мозги потерпевшему, что добился от него заявления о мнимом примирении с обвиняемым и о его просьбе в связи с этим прекратить уголовное дело в отношении Цицишвили. Затем Пономаренко незаконно прекратил уголовное дело и сфабриковал протоколы допроса свидетелей и потерпевшего. Из новоиспеченных сведений следовало, что Георгий в преступлении вовсе не виноват. Потом Пономаренко убедил начальника в невиновности Цицишвили, и угонщика освободили из-под стражи. Тот сразу же воспользовался ситуацией и скрылся. После того как неприглядная правда выплыла наружу, милиционеры принялись разыскивать Цицишвили, но его местонахождение до сегодняшнего дня остается тайной. Мытищинский горсуд приговорил Пономаренко к 4 годам колонии общего режима.","руб. После этого начались настоящие чудеса: Алексей принялся всячески помогать задержанному избежать наказания. Из новоиспеченных сведений следовало, что Георгий в преступлении вовсе не виноват. "
7,"Президент России Дмитрий Медведев назначил известного адвоката и шоумена Павла Астахова уполномоченным по правам ребенка. Первой инициативой омбудсмена стало предложение приравнять пиротехнику к взрывчатым веществам и взрывным устройствам. “Устройство салютов и фейерверков в частном порядке должно быть прямо запрещено законом”, — уверен юрист. В разговоре с “МК” Павел Астахов признался, что решение занять должность детского омбудсмена далось ему нелегко. “По закону, переходя на государственную службу, я приостанавливаю статус адвоката. А ведь у меня с практикой было все в порядке. И все-таки я сделал такой выбор, потому что уровень проблем, которые мне теперь предстоит решать, гораздо выше и важнее, чем частная практика, даже такая успешная, как у меня”. С предложением занять эту должность к Астахову обратился сам президент. “Не могу вам полностью пересказать наш разговор, поскольку он был закрытым, между нами двоими. Дмитрий Медведев — юрист, причем — хороший юрист. Он понимает проблему, считает, что на этой должности я могу принести пользу, и убедил в этом меня”. Новый детский омбудсмен пока еще даже не знает, сколько уполномоченных по правам детей есть в России, не владеет и другими деталями — например: существуют ли в стране детские комнаты милиции? “Во всем этом и предстоит разобраться, — говорит Астахов. — И добиться того, чтобы детские омбудсмены работали в каждом субъекте Федерации. В определенный момент Россия чуть не стала раем для педофилов и насильников. Нам необходимо заставить тех, кто должен защищать ребенка, — а это милиция, прокуратура, другие ведомства, — эффективнее выполнять свои обязанности”. Астахов планирует открыть круглосуточную “горячую линию” — отдельный телефонный номер, наподобие “02”, который будет работать по всей стране и давать ответы детям, попавшим в трудную ситуацию. “Сегодня детям некуда обратиться, — возмущен омбудсмен. — И даже если органам опеки становится известно, что с детьми обращаются жестоко, — милиция не хочет с этим разбираться”. По мнению уполномоченного, ответственность за преступления против детей не должна ограничиваться тюремным заключением. “Даже после отбытия наказания за такими лицами должен быть установлен контроль и применены меры медицинского характера. Не буду пока говорить какие, но они опробованы в других странах”. (Одна из таких мер — кастрация педофилов.) Опыт Астахова говорит о том, что даже люди, профессионально работающие с детьми, часто не знакомы с законами и не понимают, какие действия являются преступлениями против детей. Омбудсмен планирует провести ликбез среди педагогов. “Они должны знать, что им грозит за злоупотребления своим допуском к детям, и расписаться в этом”.","“Во всем этом и предстоит разобраться, — говорит Астахов. Не буду пока говорить какие, но они опробованы в других странах”. (Одна из таких мер — кастрация педофилов.) "
8,"Кроме того, грудь самых талантливых работников ФССП будет увешана медалями. Это предусмотрено соответствующим приказом Федеральной службы судебных приставов. Как стало известно “МК”, теперь в ведомстве станет на две медали больше. Учреждены награды “За верность долгу” и “За доблесть”. Первую получат те, кто своим длительным и безупречным трудом внес вклад в становление института судебных приставов, снискал особый авторитет в ФССП России и в обществе. Каждый год таких выберут всего 15 человек. А медаль, которую им повесят на грудь, будет латунная. На ее лицевой стороне изображен император Александр II, который считается основателем института судебных приставов, а на оборотной стороне надпись “ЗА ВЕРНОСТЬ ДОЛГУ”. Медалью “За доблесть” наградят работников, которые с риском для жизни проявили смелость и решительность. Будет она из нейзильбера, и на ней изобразят эмблему Федеральной службы судебных приставов. Кроме того, учреждены три нагрудных знака — “Лучший судебный пристав-исполнитель”, “Лучший судебный пристав по обеспечению установленного порядка деятельности судов” и “Лучший дознаватель”. Все они будут овальной формы, с изображением щита, “столпа Закона” и перекрещенных свитка и факела.","Как стало известно “МК”, теперь в ведомстве станет на две медали больше. Будет она из нейзильбера, и на ней изобразят эмблему Федеральной службы судебных приставов. А медаль, которую им повесят на грудь, будет латунная. "
9,"Однако общее количество заморских гостей, трудящихся в области спорта, будет ограничено. Как сообщили “МК” в аппарате Белого дома, установлены квоты доли иностранных работников, используемых в некоторых отраслях в 2010 году. Доля чужестранцев в сфере розничной торговли установлена в размере 0%. А вот количество заморских гостей, используемых в области спорта, составляет 25% общей численности работников. Любопытно, что расширен перечень профессий, на которые квоты не распространяются. Если в списке на 2009 год было всего 17 позиций, то теперь в него включено еще 5. Причем все — руководящие. В их числе президент ассоциации, концерна или общественно-экономической организации, председатель правления и замдиректора департамента, заведующий филиалом.","Причем все — руководящие. А вот количество заморских гостей, используемых в области спорта, составляет 25% общей численности работников. Однако общее количество заморских гостей, трудящихся в области спорта, будет ограничено. "
